"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
601311,,Part Time Salaries,,,,,,"16,185",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,"8,277",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601380,,Part-Time Skilled Salaries,,,,,,"5,312","11,482",,"11,482","12,532",,"12,532",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"6,032",,"6,032",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601730,,Part-Time Salary and Fringe Benefit Increases,,,,,,0,243,,243,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"12,814","12,982",,"12,982","12,219",,"12,219",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,997","3,036",,"3,036","2,857",,"2,857",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"30,193","32,533",,"32,533","31,611",,"31,611",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"37,800","37,800",,"37,800","37,800",,"37,800",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"1,502","1,757",,"1,757","1,835",,"1,835",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,480,480,,480,480,,480,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,74,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,135,0,,0,"4,400",,"4,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"1,023","1,043",,"1,043","1,043",,"1,043",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,176,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,"35,649","38,266",,"38,266","38,266",,"38,266",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,464,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,219,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27022 Custodial Services ,,,,,,,,"343,002","343,059",,"343,059","327,103",,"327,103",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27023 IMAX Theater ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"42,242",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,"42,373","80,677",,"80,677","45,554",,"45,554",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"1,178",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601250,,Technical Overtime,,,,,,"1,919",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,638,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"25,529",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,"22,565","14,352",,"14,352",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601380,,Part-Time Skilled Salaries,,,,,,"26,058","32,527",,"32,527","81,004",,"81,004",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"2,466",,"2,466",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601730,,Part-Time Salary and Fringe Benefit Increases,,,,,,0,"1,710",,"1,710",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,149,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0270 Museums    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27023 IMAX Theater ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"9,740","7,909",,"7,909","7,846",,"7,846",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,278","1,850",,"1,850","1,835",,"1,835",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"13,722","13,296",,"13,296","8,008",,"8,008",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"10,800","10,800",,"10,800","5,400",,"5,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,683,718,,718,465,,465,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,82,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"39,784","152,000",,"152,000","100,000",,"100,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603302,,Publicity and Public Relations,,,,,,"1,109",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603303,,Promotional Literature,,,,,,100,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"535,540","742,679",,"742,679","545,000",,"620,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"1,828","1,865",,"1,865","1,865",,"1,865",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,466,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,12,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,819,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606423,,Building Maintenance Supplies,,,,,,346,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606432,,Shop Supplies,,,,,,104,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606433,,Construction Materials and Supplies,,,,,,65,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"35,393","52,683",,"52,683","37,683",,"52,683",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27023 IMAX Theater ,,,,,,,,"815,373","1,115,532",,"1,115,532","834,660",,"925,160",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27024 Education ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"24,030","46,888",,"46,888","48,060",,"48,060",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"141,891",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"101,990","199,005",,"199,005","160,598",,"160,598",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,0,0,,0,"47,720",,"47,720",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"24,674",,"24,674",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"14,665","28,614",,"28,614","29,330",,"29,330",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"1,299",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601250,,Technical Overtime,,,,,,849,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,893,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"43,422",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,"19,799","27,559",,"27,559","27,559",,"27,559",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601380,,Part-Time Skilled Salaries,,,,,,"25,898","174,143",,"174,143","162,549",,"162,549",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"9,141",,"9,141",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601730,,Part-Time Salary and Fringe Benefit Increases,,,,,,0,"5,652",,"5,652",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"23,988","31,053",,"31,053","29,501",,"29,501",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"5,610","7,264",,"7,264","6,899",,"6,899",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"46,118","49,304",,"49,304","50,226",,"50,226",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"37,800","37,800",,"37,800","37,800",,"37,800",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"2,295","2,663",,"2,663","2,914",,"2,914",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,81,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,240,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,37,0,,0,200,,200,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603403,,Photographic Services,,,,,,0,765,,765,765,,765,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,150,"1,530",,"1,530","1,530",,"1,530",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"1,056","1,077",,"1,077","1,077",,"1,077",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,931,"2,344",,"2,344","2,344",,"2,344",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,924,"2,550",,"2,550","2,385",,"2,385",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"8,415","8,583",,"8,583","8,583",,"8,583",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,305,"3,814",,"3,814","3,814",,"3,814",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,0,"1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,920,"1,785",,"1,785","1,785",,"1,785",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606011,,Instructional Supplies,,,,,,0,"1,530",,"1,530","1,530",,"1,530",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,15,"1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0270 Museums    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27024 Education ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"1,140","1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,589,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"1,330","2,550",,"2,550","2,550",,"2,550",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27024 Education ,,,,,,,,"506,680","673,348",,"673,348","632,779",,"632,779",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27025 Exhibits ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"404,139",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"390,564","829,911",,"829,911","861,009",,"861,009",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"25,291",,"25,291","89,049",,"89,049",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"11,739","31,791",,"31,791","27,917",,"27,917",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"6,791",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601230,,Professional Overtime,,,,,,"6,268",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,"6,210",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"147,359",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601330,,Part-Time Professional Salaries,,,,,,0,"55,121",,"55,121","55,121",,"55,121",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,222,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601380,,Part-Time Skilled Salaries,,,,,,"125,181","293,068",,"293,068","314,362",,"314,362",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"26,335",,"26,335",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601730,,Part-Time Salary and Fringe Benefit Increases,,,,,,0,"8,482",,"8,482",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"65,926","76,602",,"76,602","83,596",,"83,596",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"15,418","17,916",,"17,916","19,551",,"19,551",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"131,892","146,176",,"146,176","171,924",,"171,924",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"103,750","118,800",,"118,800","145,800",,"145,800",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"6,563","7,896",,"7,896","9,973",,"9,973",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,185,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,"1,080",360,,360,840,,840,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,676,842,,842,842,,842,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,"23,340","3,044",,"3,044","17,500",,"27,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603403,,Photographic Services,,,,,,0,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603406,,Refuse Disposal Services,,,,,,"2,538","2,856",,"2,856","2,856",,"2,856",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"2,530","7,650",,"7,650","7,650",,"7,650",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604204,,Motor Pool Charges,,,,,,90,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,493,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"3,987","4,067",,"4,067","4,067",,"4,067",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605204,,Delivery Services,,,,,,"3,033","8,054",,"8,054","8,054",,"8,054",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,739,"3,490",,"3,490","5,000",,"5,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,77,"2,550",,"2,550","2,550",,"2,550",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,695,"1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,885,"1,530",,"1,530","1,530",,"1,530",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606004,,Medical Supplies,,,,,,"21,504","7,650",,"7,650","25,000",,"25,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,57,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606026,,Shop Tools,,,,,,839,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"7,742",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,128,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"204,556","203,990",,"203,990","250,000",,"275,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606421,,Agricultural Supplies,,,,,,"3,248","2,040",,"2,040","2,040",,"2,040",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606423,,Building Maintenance Supplies,,,,,,525,"1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606429,,Photographic Supplies,,,,,,129,"2,550",,"2,550","2,550",,"2,550",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606432,,Shop Supplies,,,,,,"6,301","25,500",,"25,500","17,500",,"17,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606433,,Construction Materials and Supplies,,,,,,"9,388","7,650",,"7,650","10,000",,"10,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"26,661","28,360",,"28,360","28,360",,"28,360",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606438,,Chemical Supplies,,,,,,"3,512","19,278",,"19,278","19,278",,"19,278",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
608010,,Lease/Rent of Buildings,,,,,,19,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,151,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0270 Museums    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27025 Exhibits ,,,,,,,,"1,746,979","1,971,910",,"1,971,910","2,186,979",,"2,221,979",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
27026 Marketing ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"27,735","54,118",,"54,118","55,470",,"55,470",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"82,818",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"40,740","79,493",,"79,493","81,480",,"81,480",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"14,238","27,781",,"27,781","28,476",,"28,476",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,105,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,70,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,239,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601380,,Part-Time Skilled Salaries,,,,,,30,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"4,932",,"4,932",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"9,918","10,006",,"10,006","10,257",,"10,257",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,320","2,341",,"2,341","2,398",,"2,398",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"27,262","26,598",,"26,598","29,082",,"29,082",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"16,200","21,600",,"21,600","21,600",,"21,600",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"1,356","1,436",,"1,436","1,688",,"1,688",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,41,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"406,520","372,545",,"372,545","400,000",,"400,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603302,,Publicity and Public Relations,,,,,,"20,112","94,350",,"94,350","40,000",,"40,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603303,,Promotional Literature,,,,,,962,"25,500",,"25,500","25,500",,"25,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603304,,Visitor Promotion and Development,,,,,,652,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603403,,Photographic Services,,,,,,375,"2,703",,"2,703","2,703",,"2,703",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
